Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
167	ASPIRE 2A (GPU Partition)	HPE Cray EX235n, Apollo 6500, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 40 GB, Slingshot-10	National Supercomputing Centre Singapore	HPE	Singapore	43,648	3,328.00	6,483.88	1,263,744	AMD EPYC 7713 64C 2GHz	RHEL 8.3	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Milan	Asia
168	Topaz	SGI ICE X, Xeon E5-2699v3 18C 2.3GHz, Infiniband FDR	ERDC DSRC	HPE	United States	124,200	3,318.95	4,570.56	5,779,200	Xeon E5-2699v3 18C 2.3GHz	SUSE Linux Enterprise Server 11	Linux	None	18	Intel Xeon E5 (Haswell)	North America
169		NVIDIA DGX-1/Relion 2904GT, Xeon E5-2698v4 20C 2.2GHz/ E5-2650v4, Infiniband EDR, NVIDIA Tesla P100/Quadro GP100	Facebook	Self-made	United States	60,512	3,307.00	4,896.51	1,419,545	Xeon E5-2698v4 20C 2.2GHz	Ubuntu	Linux	NVIDIA Tesla P100	20	Intel Xeon E5 (Broadwell)	North America
170	Topaze-cpu	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, InfiniBand HDR100	Commissariat a l'Energie Atomique (CEA)/CCRT	Atos	France	110,592	3,261.02	4,335.21	3,709,440	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	None	64	AMD Milan	Europe
171		SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, Mellanox InfiniBand HDR100	Deutscher Wetterdienst	NEC	Germany	14,336	3,250.40	4,282.08	3,073,770	Vector Engine Type10AE 8C 1.58GHz	VEOS	Linux	None	8	Vector Engine	Europe
172	Damson	Bull Sequana X1000, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR	AWE	Atos	United Kingdom	113,832	3,243.41	3,791.58	5,543,424	Xeon E5-2697v4 18C 2.3GHz	bullx SCS	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
173	LLNL/NNSA CTS-1 MAGMA	Relion Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Intel Omni-Path	Lawrence Livermore National Laboratory	Penguin Computing	United States	62,400	3,241.24	4,592.64	5,177,088	Intel Xeon Platinum 9242 48C 2.3GHz	Linux/TOSS	Linux	None	48	Xeon Platinum 92xx (Cascade Lake)	North America
174	Alex	MEGWARE NF5488A5, AMD EPYC 7713 64C 2GHz, NVIDIA A100 SXM4 80 GB, Infiniband HDR	Universitaet Erlangen - Regionales Rechenzentrum Erlangen	MEGWARE	Germany	34,720	3,239.00	5,603.36	1,189,440	AMD EPYC 7713 64C 2GHz	AlmaLinux 8.5	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Milan	Europe
175	Mustang	HPE SGI 8600, Xeon Platinum 8168 24C 2.7GHz, Intel Omni-Path	Air Force Research Laboratory	HPE	United States	55,296	3,221.40	4,777.57	4,866,048	Xeon Platinum 8168 24C 2.7GHz	Red Hat Enterprise Linux	Linux	None	24	Xeon Platinum	North America
176	Big Red 200, GPU Partition	HPE Cray EX235n, AMD EPYC 7713 64C 2GHz, NVIDIA A100, Slingshot-10	Indiana University	HPE	United States	31,744	3,194.00	4,006.14	1,124,352	AMD EPYC 7713 64C 2GHz	SLES15 SP2	Linux	NVIDIA A100	64	AMD Milan	North America
177	HPC2	iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, NVIDIA K20x	Eni S.p.A.	IBM	Italy	72,000	3,188.00	4,605.00	3,978,240	Intel Xeon E5-2680v2  10C 2.8GHz	Linux	Linux	NVIDIA Tesla K20x	10	Intel Xeon E5 (IvyBridge)	Europe
178	Dream-AI	INSPUR NF5688M6, Intel Xeon Gold 6330 28C 2GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband	GIST SCENT	Inspur	South Korea	36,960	3,179.00	6,418.18	1,271,000	Xeon Platinum 8358 32C 2.6GHz	Ubuntu 20.04.1 LTS	Linux	NVIDIA A100 SXM4 40 GB	32	Xeon® Platinum 83xx (Ice Lake)	Asia
179	Fênix	Bull 4029GP-TVRT, Xeon Gold 5122 4C 3.6GHz, NVIDIA Tesla V100, Infiniband EDR	Petróleo Brasileiro S.A	Atos	Brazil	60,480	3,161.00	5,371.78	1,677,312	Xeon Gold 5122 4C 3.6GHz	CentOS	Linux	NVIDIA Tesla V100	4	Xeon Gold	South America
180	Toubkal	PowerEdge C6420, CRC-StackHPC, Xeon Platinum 8276L 28C 2.2GHz, Mellanox InfiniBand HDR100	Mohammed VI Polytechnic University - African Supercomputing Centre	DELL EMC	Morocco	71,232	3,158.11	5,014.73	4,475,520	Xeon Platinum 8276L 28C 2.2GHz	CentOS Scientific-OpenStack	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Africa
181		ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	71,680	3,151.69	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
182	B5A	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	71,680	3,151.69	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
183	AID1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MIR	Lenovo	Ireland	71,680	3,151.68	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
184	NOJP1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MJP	Lenovo	Japan	71,680	3,151.68	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Asia
185	NONY1	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MNY	Lenovo	Norway	71,680	3,151.68	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
186	NO6	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, Broadcom	Software Company MUS	Lenovo	United States	71,680	3,151.68	6,193.15	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
187	Lichtenberg II (Phase 1)	MEGWARE MiriQuid, Intel Xeon Platinum 9242 48C 2.3GHz, Mellanox InfiniBand HDR100	Technische Universitaet Darmstadt	MEGWARE	Germany	59,136	3,148.38	4,352.41	5,102,208	Intel Xeon Platinum 9242 48C 2.3GHz	CentOS	Linux	None	48	Xeon Platinum 92xx (Cascade Lake)	Europe
188		Cray XC30, Intel Xeon E5-2697v2 12C 2.7GHz, Aries interconnect 	Government	HPE	United States	225,984	3,143.52	4,881.25	2,541,684	Intel Xeon E5-2697v2 12C 2.7GHz	Cray Linux Environment 	Linux	None	12	Intel Xeon E5 (IvyBridge)	North America
189	B2G	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Europe
190	A1C	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MSG	Lenovo	Singapore	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
191	A5A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
192	A1A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
193	A1A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
194	NO4	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	92,160	3,131.25	6,193.15	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
195	Thunder	SGI ICE X, Xeon E5-2699v3/E5-2697 v3, Infiniband FDR, NVIDIA Tesla K40, Intel Xeon Phi 7120P	Air Force Research Laboratory	HPE	United States	152,692	3,126.24	5,610.48	5,572,800	Xeon E5-2699v3 18C 2.3GHz	SUSE Linux Enterprise Server 11	Linux	NVIDIA Tesla K40/Intel Xeon Phi 7120P	18	Intel Xeon E5 (Haswell)	North America
196	VEGA HPC GPU	BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, NVIDIA A100, Infiniband HDR	IZUM	Atos	Slovenia	33,600	3,096.00	4,680.00	1,152,000	AMD EPYC 7H12 64C 2.6GHz	Linux	Linux	NVIDIA A100	64	AMD Rome	Europe
197		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	76,000	3,088.64	6,080.00	6,039,936	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
198	Alps	HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10	Swiss National Supercomputing Centre (CSCS)	HPE	Switzerland	128,000	3,088.60	4,608.00	5,108,800	AMD EPYC 7742 64C 2.25GHz	HPE Cray OS	Linux	None	64	AMD Rome	Europe
199	Komondor	HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100 SXM4 40 GB, Slingshot-11	Governmental Information-Technology Development Agency (KIFÜ)	HPE	Hungary	28,768	3,088.50	4,669.51		AMD EPYC 7763 64C 2.45GHz	RHEL	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Milan	Europe
200	Numerical Materials Simulator	HPE SGI 8600, Xeon Platinum 8268 24C 2.9GHz, Dual-rail Intel Omni-Path	National Institute for Materials Science	HPE	Japan	53,568	3,082.12	4,971.11	3,805,824	Xeon Platinum 8268 24C 2.9GHz	CentOS	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	Asia
201	Hera	Cray CS500, Xeon Gold 6148 20C 2.4GHz, Infiniband HDR	NOAA Environmental Security Computer Center	HPE	United States	63,840	3,080.85	4,884.48	4,012,032	Xeon Gold 6148 20C 2.4GHz	CentOS	Linux	None	20	Xeon Gold	North America
202	Camphor 2	Cray XC40, Intel Xeon Phi 7250 68C 1.4GHz, Aries interconnect 	Academic Center for Computing and Media Studies (ACCMS),  Kyoto University	HPE	Japan	122,400	3,057.35	5,483.52	4,579,680	Intel Xeon Phi 7250 68C 1.4GHz	Cray Linux Environment 	Linux	None	68	Intel Xeon Phi	Asia
203	Jean Zay	HPE SGI 8600, Xeon Gold 6248 20C 2.5GHz, Intel Omni-Path	CNRS/IDRIS-GENCI	HPE	France	61,120	3,054.35	4,867.20	5,598,720	Xeon Gold 6248 20C 2.5GHz	RHEL 7.6	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Europe
204	Mistral	bullx DLC 720, Xeon E5-2680v3 12C 2.5GHz/E5-2695V4 18C  2.1Ghz, Infiniband FDR	DKRZ - Deutsches Klimarechenzentrum	Atos	Germany	99,072	3,010.68	3,962.88	4,437,696	Xeon E5-2680v3 12C 2.5GHz	Bullx Linux	Linux	None	12	Intel Xeon E5 (Haswell)	Europe
205	NO3	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	88,320	3,000.78	5,935.10	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
206		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	73,600	2,994.04	5,888.00	5,943,552	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
207	HHH1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	80,640	2,975.29	6,451.20	5,679,360	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
208	III1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	79,680	2,975.08	6,374.40	5,645,568	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
209	Tetralith	Intel H2204XXLRE, Xeon Gold 6130 16C 2.1GHz, Intel Omni-Path	National Supercomputer Centre (NSC)	ClusterVision / Hammer	Sweden	64,512	2,969.19	4,335.21	4,160,256	Xeon Gold 6130 16C 2.1GHz	CentOS	Linux	None	16	Xeon Gold	Europe
210	JJJ1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	78,720	2,933.42	6,297.60	5,611,392	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
211		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	72,000	2,931.84	5,760.00	5,878,656	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
212	A9A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	86,016	2,922.50	5,780.28	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
213	A6A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	86,016	2,922.50	5,780.28	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
214	Jean	Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR	Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)	Liqid	United States	55,296	2,917.56	4,069.79	3,852,672	Intel Xeon Platinum 9242 48C 2.3GHz	CentOS	Linux	None	48	Xeon Platinum 92xx (Cascade Lake)	North America
215	KKK1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	77,760	2,910.09	6,220.80	5,577,216	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
216		Inspur TS10000 HPC Server, Xeon Gold 6248R 24C 3GHz, InfiniBand HDR 100	Central South University	Inspur	China	49,056	2,889.41	4,709.38	4,680,192	Xeon Gold 6248R 24C 3GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
217	LLL1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	76,800	2,882.76	6,144.00	5,542,656	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
218		ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet	Service Provider K	Lenovo	China	93,600	2,873.41	6,289.92	5,878,656	Xeon Gold 6230R 26C 2.1GHz	Linux	Linux	None	26	Xeon Gold 62xx (Cascade Lake)	Asia
219	A8A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
220	A8A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
221	A3A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
222	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
223	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
224		ThinkSystem SR650, Xeon Gold 6238 22C 2.1GHz, 10G Ethernet	Financial Services P	Lenovo	China	94,160	2,867.64	6,327.55	5,233,920	Xeon Gold 6238 22C 2.1GHz	Linux	Linux	None	22	Xeon Gold 62xx (Cascade Lake)	Asia
225	MMM1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	75,840	2,857.04	6,067.20	5,507,712	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
226	Karolina, CPU partition	Apollo 2000, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR 100	IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava	HPE	Czechia	92,160	2,837.40	3,833.86	4,677,120	AMD EPYC 7H12 64C 2.6GHz	CentOS	Linux	None	64	AMD Rome	Europe
227	NNN1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	74,880	2,834.05	5,990.40	5,472,768	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
228	Freeman	Cray CS500, AMD EPYC 7542 32C 2.9GHz, Mellanox InfiniBand HDR100	ERDC DSRC	HPE	United States	79,104	2,829.00	3,670.43	5,363,200	AMD EPYC 7542 32C 2.9GHz	RHEL 7.7	Linux	None	32	AMD Rome	North America
229	SuperMUC Phase 2	NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14	Leibniz Rechenzentrum	Lenovo/IBM	Germany	86,016	2,813.62	3,578.27	4,423,680	Xeon E5-2697v3 14C 2.6GHz	Linux	Linux	None	14	Intel Xeon E5 (Haswell)	Europe
230	OOO1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	73,920	2,804.41	5,913.60	5,437,824	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
231		Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	United Kingdom Meteorological Office	HPE	United Kingdom	89,856	2,801.78	3,019.16		Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
232		Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	United Kingdom Meteorological Office	HPE	United Kingdom	89,856	2,801.78	3,019.16		Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
233	JFRS-1	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Rokkasho Fusion Institute, National Institutes for Quantum and Radiological Science and Technology	HPE	Japan	54,560	2,787.14	4,190.21	5,412,096	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold	Asia
234		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	68,000	2,779.84	5,440.00	5,713,152	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
235		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	72,960	2,774.23	5,836.80	5,402,112	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
236	Spartan3	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Mellanox InfiniBand HDR100	Atos	Atos	France	92,160	2,751.00	3,612.67	4,423,680	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	None	64	AMD Milan	Europe
237	ZZ2	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	67,200	2,749.28	5,376.00	4,637,184	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
238		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	66,400	2,746.30	5,312.00	5,645,568	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
239		ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR	Government	Lenovo	China	59,976	2,744.84	5,354.88	2,423,808	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
240		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	72,000	2,742.91	5,760.00	5,366,400	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
241	Topaze-gpu	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100, Mellanox HDR Infiniband	Commissariat a l'Energie Atomique (CEA)/CCRT	Atos	France	26,880	2,741.00	3,744.00	1,157,760	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	NVIDIA A100	64	AMD Milan	Europe
242	VSC-4	ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path	Vienna Scientific Cluster	Lenovo	Austria	37,920	2,726.08	3,761.66	3,385,000	Xeon Platinum 8174 24C 3.1GHz	SUSE Linux Enterprise Server 12 SP3	Linux	None	24	Xeon Platinum	Europe
243	SNL/NNSA CTS-1 Attaway	Tundra Extreme Scale, Xeon Gold 6140 18C 2.3GHz, Intel Omni-Path	Sandia National Laboratories	Penguin Computing	United States	52,920	2,724.52	3,894.91	4,999,680	Xeon Gold 6140 18C 2.3GHz	Linux/TOSS	Linux	None	18	Xeon Gold	North America
244	ZZ3	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	66,400	2,721.33	5,312.00	4,609,536	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
245	Lucia	Apollo 6500, AMD EPYC 7513 32C 2.6GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband	Cenaero	HPE	Belgium	23,200	2,717.00	3,094.02	1,025,280	AMD EPYC 7513 32C 2.6GHz	RHEL 6.8	Linux	NVIDIA A100 SXM4 40 GB	32	AMD Milan	Europe
246		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	71,040	2,710.88	5,683.20	5,330,688	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
247	ZZ4	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	65,600	2,691.69	5,248.00	4,581,888	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
248		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	70,080	2,677.05	5,606.40	5,294,592	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
249	Banting	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Shared Services Canada	HPE	Canada	53,200	2,676.74	4,085.76	2,799,744	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold	North America
250	Hypercluster	NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR	Microsoft Research 	Nvidia	United States	47,808	2,666.00	4,219.09	1,531,040	Xeon Platinum 8168 24C 2.7GHz	Ubuntu 18.04.01	Linux	NVIDIA Tesla V100	24	Xeon Platinum	North America
251	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MCA	Lenovo	Canada	78,336	2,661.56	5,264.18	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
252	NO2	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	78,336	2,661.56	5,264.18	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
253	ZZ5	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	64,800	2,661.46	5,184.00	4,553,856	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold	Asia
254	Snellius Phase 1 GPU	ThinkSystem SD650-N V2, Xeon Platinum 8360Y 36C 2.4GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR	SURF	Lenovo	Netherlands	9,360	2,655.00	4,343.54	1,031,168	Xeon Platinum 8360Y 36C 2.4GHz	CentOS Linux 8.4	Linux	NVIDIA A100 SXM4 40 GB	36	Xeon® Platinum 83xx (Ice Lake)	Europe
255	ZZ6	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	69,120	2,654.04	5,529.60	4,293,120	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
256		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Cloud Company	Lenovo	China	128,000	2,651.95	4,710.40	8,763,648	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold	Asia
257	Grace	PowerEdge R640/R740/R840, Xeon Gold 6248R/6248R/6248, 24C 3.0GHz, InfiniBand HDR100	Texas A&M University	DELL EMC	United States	43,200	2,638.53	4,829.34	4,450,560	Xeon Gold 6248R 24C 3GHz	CentOS	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
