Rank	Name	Computer	Site	Manufacturer	Country	Total Cores	Rmax [TFlop/s]	Rpeak [TFlop/s]	Nmax	Processor	Operating System	OS Family	Accelerator/Co-Processor	Cores per Socket	Processor Generation	Continent
297	A3A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
298	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
299	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	84,480	2,870.31	5,677.06	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
300		ThinkSystem SR650, Xeon Gold 6238 22C 2.1GHz, 10G Ethernet	Financial Services P	Lenovo	China	94,160	2,867.64	6,327.55	5,233,920	Xeon Gold 6238 22C 2.1GHz	Linux	Linux	None	22	Xeon Gold 62xx (Cascade Lake)	Asia
301	MMM1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	75,840	2,857.04	6,067.20	5,507,712	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
302	Karolina, CPU partition	Apollo 2000, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR 100	IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava	HPE	Czechia	92,160	2,837.40	3,833.86	4,677,120	AMD EPYC 7H12 64C 2.6GHz	CentOS	Linux	None	64	AMD Zen-2 (Rome)	Europe
303	NNN1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	74,880	2,834.05	5,990.40	5,472,768	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
304	Freeman	Cray CS500, AMD EPYC 7542 32C 2.9GHz, Mellanox InfiniBand HDR100	ERDC DSRC	HPE	United States	79,104	2,829.00	3,670.43	5,363,200	AMD EPYC 7542 32C 2.9GHz	RHEL 7.7	Linux	None	32	AMD Zen-2 (Rome)	North America
305	SuperMUC Phase 2	NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR14	Leibniz Rechenzentrum	Lenovo/IBM	Germany	86,016	2,813.62	3,578.27	4,423,680	Xeon E5-2697v3 14C 2.6GHz	Linux	Linux	None	14	Intel Xeon E5 (Haswell)	Europe
306	OOO1	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	73,920	2,804.41	5,913.60	5,437,824	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
307		Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	United Kingdom Meteorological Office	HPE	United Kingdom	89,856	2,801.78	3,019.16		Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
308		Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	United Kingdom Meteorological Office	HPE	United Kingdom	89,856	2,801.78	3,019.16		Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Europe
309	JFRS-1	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Rokkasho Fusion Institute, National Institutes for Quantum and Radiological Science and Technology	HPE	Japan	54,560	2,787.14	4,190.21	5,412,096	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold (Skylake)	Asia
310		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	68,000	2,779.84	5,440.00	5,713,152	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
311		NEC LX HPC 224Rk-1, AMD EPYC 9454 48C 2.75GHz, Intel Omni-Path	Volkswagen AG at Green Mountain A/S	NEC	Norway	59,520	2,775.40	3,475.97	4,826,880	AMD EPYC 9454 48C 2.75GHz	RedHat Enterprise Linux	Linux	None	48	AMD Zen-4 (Genoa)	Europe
312		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	72,960	2,774.23	5,836.80	5,402,112	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
313	Spartan3	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, Mellanox InfiniBand HDR100	Atos	EVIDEN	France	92,160	2,751.00	3,612.67	4,423,680	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	None	64	AMD Zen-3 (Milan)	Europe
314	ZZ2	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	67,200	2,749.28	5,376.00	4,637,184	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
315		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	66,400	2,746.30	5,312.00	5,645,568	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
316		ThinkSystem SR650, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR	Government	Lenovo	China	59,976	2,744.84	5,354.88	2,423,808	Xeon Gold 6240 18C 2.6GHz	Linux	Linux	NVIDIA Tesla V100	18	Xeon Gold 62xx (Cascade Lake)	Asia
317		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	72,000	2,742.91	5,760.00	5,366,400	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
318	Topaze-gpu	BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, NVIDIA A100, Mellanox HDR Infiniband	Commissariat a l'Energie Atomique (CEA)/CCRT	EVIDEN	France	26,880	2,741.00	3,744.00	1,157,760	AMD EPYC 7763 64C 2.45GHz	Linux	Linux	NVIDIA A100	64	AMD Zen-3 (Milan)	Europe
319	VSC-4	ThinkSystem SD650, Xeon Platinum 8174 24C 3.1GHz, Intel Omni-Path	Vienna Scientific Cluster	Lenovo	Austria	37,920	2,726.08	3,761.66	3,385,000	Xeon Platinum 8174 24C 3.1GHz	SUSE Linux Enterprise Server 12 SP3	Linux	None	24	Xeon Platinum (Skylake)	Europe
320	SNL/NNSA CTS-1 Attaway	Tundra Extreme Scale, Xeon Gold 6140 18C 2.3GHz, Intel Omni-Path	Sandia National Laboratories	Penguin Computing	United States	52,920	2,724.52	3,894.91	4,999,680	Xeon Gold 6140 18C 2.3GHz	Linux/TOSS	Linux	None	18	Xeon Gold (Skylake)	North America
321	ZZ3	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	66,400	2,721.33	5,312.00	4,609,536	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
322	Lucia	Apollo 6500, AMD EPYC 7513 32C 2.6GHz, NVIDIA A100 SXM4 40 GB, Mellanox HDR Infiniband	Cenaero	HPE	Belgium	23,200	2,717.00	3,094.02	1,025,280	AMD EPYC 7513 32C 2.6GHz	RHEL 8.6	Linux	NVIDIA A100 SXM4 40 GB	32	AMD Zen-3 (Milan)	Europe
323		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	71,040	2,710.88	5,683.20	5,330,688	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
324	ZZ4	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	65,600	2,691.69	5,248.00	4,581,888	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
325		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	70,080	2,677.05	5,606.40	5,294,592	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
326	Banting	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Shared Services Canada	HPE	Canada	53,200	2,676.74	4,085.76	2,799,744	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold (Skylake)	North America
327	Hypercluster	NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, NVIDIA Tesla V100, Mellanox InfiniBand EDR	Microsoft Research 	Nvidia	United States	47,808	2,666.00	4,219.09	1,531,040	Xeon Platinum 8168 24C 2.7GHz	Ubuntu 18.04.01	Linux	NVIDIA Tesla V100	24	Xeon Platinum (Skylake)	North America
328	A14A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MCA	Lenovo	Canada	78,336	2,661.56	5,264.18	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
329	NO2	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	78,336	2,661.56	5,264.18	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
330	ZZ5	ThinkSystem HR650X, Xeon Gold 6133 20C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	64,800	2,661.46	5,184.00	4,553,856	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
331	ZZ6	ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	69,120	2,654.04	5,529.60	4,293,120	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
332		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Cloud Company	Lenovo	China	128,000	2,651.95	4,710.40	8,763,648	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
333	Grace	PowerEdge R640/R740/R840, Xeon Gold 6248R/6248R/6248, 24C 3.0GHz, InfiniBand HDR100	Texas A&M University	DELL EMC	United States	43,200	2,638.53	4,829.34	4,450,560	Xeon Gold 6248R 24C 3GHz	CentOS	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
334	LLNL/NNSA CTS-1 Jade	Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path	Lawrence Livermore National Laboratory	Penguin Computing	United States	95,472	2,632.51	3,207.86	5,601,024	Xeon E5-2695v4 18C 2.1GHz	Linux/TOSS	Linux	None	18	Intel Xeon E5 (Broadwell)	North America
335	LLNL CTS-1 Quartz	Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path	Lawrence Livermore National Laboratory	Penguin Computing	United States	95,472	2,632.51	3,207.86	5,601,024	Xeon E5-2695v4 18C 2.1GHz	Linux/TOSS	Linux	None	18	Intel Xeon E5 (Broadwell)	North America
336	NEA1	ThinkSystem SR630, Intel Xeon Gold 4214R 12C 2.4GHz, 10G Ethernet	Service Provider NE	Lenovo	China	144,000	2,632.45	5,529.60	8,763,648	Intel Xeon Gold 4214R 12C 2.4GHz	Linux	Linux	None	12	Xeon Gold 42xx (Cascade Lake)	Asia
337		Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	64,000	2,621.44	5,120.00	5,542,656	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
338		Inspur TS10000, Xeon Gold 6258R 28C 2.7GHz, InfiniBand HDR100	Tsinghua University	Inspur	China	50,400	2,610.00	4,354.56	4,298,000	Xeon Gold 6258R 28C 2.7GHz	Linux	Linux	None	28	Xeon Gold 62xx (Cascade Lake)	Asia
339	A7A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
340	A7A	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
341	A1B	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.38	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
342	NO1	ThinkSystem C0366, Xeon Gold 6252 24C 2.1GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	76,800	2,609.37	5,160.96	4,957,440	Xeon Gold 6252 24C 2.1GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	North America
343		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	68,160	2,609.16	5,452.80	5,221,632	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
344	Cedar (CPU)	PowerEdge C6420, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path	Simon Fraser University/Compute Canada	ACTION	Canada	67,584	2,607.98	4,895.54	4,320,000	Xeon Platinum 8260 24C 2.4GHz	CentOS	Linux	None	24	Xeon Platinum 82xx (Cascade Lake)	North America
345	Daley	Cray XC50, Xeon Gold 6148 20C 2.4GHz, Aries interconnect 	Shared Services Canada	HPE	Canada	53,200	2,598.28	4,085.76	2,799,744	Xeon Gold 6148 20C 2.4GHz	Cray Linux Environment 	Linux	None	20	Xeon Gold (Skylake)	North America
346	AlphaCentauri	NEC HPC 22S8Ri-4, EPYC 7352 24C 2.3GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR200	TU Dresden, ZIH	NEC	Germany	31,008	2,592.00	5,364.06	1,170,432	EPYC 7352 24C 2.3GHz	CentOS	Linux	NVIDIA A100 SXM4 40 GB	24	AMD Zen-2 (Rome)	Europe
347	HPC3	Lenovo NeXtScale nx360M5, Xeon E5-2697v4 18C 2.3GHz, Infiniband EDR, NVIDIA Tesla K80	Energy Company (A)	Lenovo	Italy	66,000	2,592.00	3,798.60	3,184,896	Xeon E5-2697v4 18C 2.3GHz	Linux	Linux	NVIDIA Tesla K80	18	Intel Xeon E5 (Broadwell)	Europe
348		ThinkSystem SR650, Xeon Gold 6248 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	62,400	2,590.84	4,992.00	5,472,768	Xeon Gold 6248 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold 62xx (Cascade Lake)	Asia
349	Conesus	PowerEdge C6220, Xeon Platinum 8480+ 56C 2GHz, Infiniband HDR200	University of Rochester - Laboratory for Laser Energetics	DELL EMC	United States	43,008	2,589.48	2,752.51	4,869,888	Xeon Platinum 8480+ 56C 2GHz	TOSS 4 Linux	Linux	None	56	Xeon Platinum (Sapphire Rapids)	North America
350		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	64,320	2,583.09	5,145.60	5,072,256	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
351		ThinkSystem HR650X, Xeon Gold 6230R 26C 2.1GHz, 10G Ethernet	Service Provider K	Lenovo	China	83,200	2,581.02	5,591.04	5,542,656	Xeon Gold 6230R 26C 2.1GHz	Linux	Linux	None	26	Xeon Gold 62xx (Cascade Lake)	Asia
352	ASPIRE 2A (CPU Partition)	HPE Cray EX425, AMD EPYC 7713 64C 2GHz, Slingshot-10	National Supercomputing Centre Singapore	HPE	Singapore	98,304	2,578.58	3,108.86	4,567,488	AMD EPYC 7713 64C 2GHz	RHEL 8.3	Linux	None	64	AMD Zen-3 (Milan)	Asia
353		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 10G Ethernet	Service Provider T	Lenovo	China	67,200	2,574.02	5,376.00	5,184,768	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
354	Mihir	Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect 	National Centre for Medium Range Weather Forecasting	HPE	India	83,592	2,570.40	2,808.69	3,349,440	Xeon E5-2695v4 18C 2.1GHz	Cray Linux Environment 	Linux	None	18	Intel Xeon E5 (Broadwell)	Asia
355	Tianhe-1A	NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050	National Supercomputing Center in Tianjin	NUDT	China	186,368	2,566.00	4,701.00	3,600,000	Xeon X5670 6C 2.93GHz	Linux	Linux	NVIDIA 2050	6	Xeon 5600-series (Westmere-EP)	Asia
356	Spartan2	Bull Sequana XH2000 , AMD EPYC 7402 24C 2.8GHz, NVIDIA A100, Mellanox HDR Infiniband	Atos	EVIDEN	France	23,040	2,566.00	3,847.22	981,504	AMD EPYC 7402 24C 2.8GHz	Linux	Linux	NVIDIA A100	24	AMD Zen-2 (Rome)	Europe
357	PAI-BSystem	Sugon TC4600LP/W740I, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR, NVIDIA Tesla P100	China Meteorological Administration	Sugon	China	50,816	2,547.00	4,229.85	5,498,000	Xeon Gold 6142 16C 2.6GHz	RHEL 7.3	Linux	NVIDIA Tesla P100	16	Xeon Gold (Skylake)	Asia
358	cascade	Atipa Visione IF442 Blade Server, Xeon E5-2670 8C 2.600GHz, Infiniband FDR, Intel Xeon Phi 5110P	DOE/SC/Pacific Northwest National Laboratory	Atipa	United States	194,616	2,539.13	3,388.03	4,032,000	Xeon E5-2670 8C 2.6GHz	Linux	Linux	Intel Xeon Phi 5110P	8	Intel Xeon E5 (SandyBridge)	North America
359	Rattler	PowerEdge XE8545, AMD EPYC 7713 64C 2GHz, NVIDIA A100 80GB​, Infiniband HDR200 dual rail	Dell Technologies HPC & AI Innovation Lab	DELL EMC	United States	26,880	2,531.00	3,940.61	999,936	AMD EPYC 7713 64C 2GHz	RHEL	Linux	NVIDIA Tesla A100 40G	64	AMD Zen-3 (Milan)	North America
360	HEMUS	HPE Proliant XL675d Gen10 Plus, AMD EPYC 7742 64C 2.25GHz, NVIDIA A100 SXM4 40 GB, Infiniband HDR	Institute of Information and Communication Technologies at the Bulgarian Academy of Sciences	HPE	Bulgaria	19,840	2,526.00	3,212.16	786,432	AMD EPYC 7742 64C 2.25GHz	SUSE Linux	Linux	NVIDIA A100 SXM4 40 GB	64	AMD Zen-2 (Rome)	Europe
361	Improv	PowerEdge R6525, AMD EPYC 7713 64C 2GHz, Infiniband	DOE/SC/Argonne National Laboratory	DELL EMC	United States	105,600	2,509.70	3,379.20	5,004,704	AMD EPYC 7713 64C 2GHz	RHEL	Linux	None	64	AMD Zen-3 (Milan)	North America
362	UltraViolet	PowerEdge R750XA, AMD EPYC 7402 24C 2.8GHz, NVIDIA Tesla A100 80G, Mellanox HDR Infiniband	NYU Langone Health	DELL EMC	United States	27,680	2,499.00	4,707.02	1,536,768	AMD EPYC 7402 24C 2.8GHz	Redhat 7.9	Linux	NVIDIA Tesla A100 80G	24	AMD Zen-2 (Rome)	North America
363	occigen2	bullx DLC 720, Xeon E5-2690v4 14C 2.6GHz, Infiniband FDR	Grand Equipement National de Calcul Intensif - Centre Informatique National de l'Enseignement Suprieur (GENCI-CINES)	EVIDEN	France	85,824	2,494.65	3,570.28	3,889,152	Xeon E5-2690v4 14C 2.6GHz	bullx SCS	Linux	None	14	Intel Xeon E5 (Broadwell)	Europe
364		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	61,440	2,487.09	4,915.20	4,957,440	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
365	Excalibur	Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect 	Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)	HPE	United States	100,064	2,485.00	3,682.36	6,441,408	Xeon E5-2698v3 16C 2.3GHz	Cray Linux Environment 	Linux	None	16	Intel Xeon E5 (Haswell)	North America
366	CLAIX (2018)	INTEL-HNS2600BPB, Xeon Platinum 8160  24C 2.1GHz, Intel Omni-Path	Universitaet Aachen/RWTH - IT Center	NEC	Germany	61,200	2,483.58	4,112.64	2,937,600	Xeon Platinum 8160  24C 2.1GHz	CentOS	Linux	None	24	Xeon Platinum (Skylake)	Europe
367	Expanse	PowerEdge R6525/C6525, AMD EPYC 7742, AMD EPYC 7742 64C, Mellanox HDR Infiniband	UCSD/San Diego Supercomputer Center	DELL EMC	United States	91,648	2,480.60	3,299.33	4,652,592	AMD EPYC 7742 64C 2.25GHz	CentOS	Linux	None	64	AMD Zen-2 (Rome)	North America
368		Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet	Manufacturing Industry (O)	Inspur	China	50,400	2,480.00	4,680.00	1,436,000	Xeon Gold 6242 16C 2.8GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
369		Inspur NF5468M5, Xeon Gold 6242 16C 2.8GHz, NVIDIA Tesla V100, 100G Ethernet	Manufacturing Industry (O)	Inspur	China	50,400	2,480.00	4,680.00	1,436,000	Xeon Gold 6242 16C 2.8GHz	Linux	Linux	NVIDIA Tesla V100	16	Xeon Gold 62xx (Cascade Lake)	Asia
370	Lomonosov 2	T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz,Intel Xeon Gold 6126, Infiniband FDR, Nvidia K40m/P-100	Moscow State University - Research Computing Center	T-Platforms	Russia	64,384	2,478.00	4,946.79	1,462,272	Xeon E5-2697v3 14C 2.6GHz	Linux	Linux	NVIDIA Tesla K40m	14	Intel Xeon E5 (Haswell)	Europe
371	Kay	Liqid Cluster, Intel Xeon Platinum 9242 48C 2.3GHz, Infiniband HDR	Army Research Laboratory DoD Supercomputing Resource Center (ARL DSRC)	Liqid	United States	46,848	2,475.67	3,448.01	3,545,846	Intel Xeon Platinum 9242 48C 2.3GHz	CentOS	Linux	None	48	Xeon Platinum 92xx (Cascade Lake)	North America
372	B1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	60,000	2,462.40	4,800.00	5,366,400	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
373	Centennial	SGI ICE XA, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR	US Army Research Laboratory (ARL)	HPE	United States	73,920	2,443.70	2,601.98	5,127,360	Xeon E5-2698v4 20C 2.2GHz	RHEL 7.2	Linux	None	20	Intel Xeon E5 (Broadwell)	North America
374	PAI-ASystem	Sugon TC4600, Xeon Gold 6142 16C 2.6GHz, Infiniband EDR	China Meteorological Administration	Sugon	China	48,128	2,435.00	4,004.25	5,572,000	Xeon Gold 6142 16C 2.6GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
375	C1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	59,200	2,433.83	4,736.00	5,330,688	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
376	Big Red 200	HPE Cray EX425, AMD EPYC 7742 64C 2.25GHz, Slingshot-10	Indiana University	HPE	United States	84,480	2,431.20	3,041.28	4,056,000	AMD EPYC 7742 64C 2.25GHz	SLES15 SP2	Linux	None	64	AMD Zen-2 (Rome)	North America
377		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	DJIT Company	Lenovo	China	115,200	2,429.15	4,239.36	8,313,984	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
378	Sol	PowerEdge XE8545, AMD EPYC 7413 24C 2.65GHz, NVIDIA A100 SXM4 80 GB, MT28908 ConnectX-6 200 Gib/s	Arizona State University	DELL EMC	United States	41,856	2,423.00	3,508.00	1,510,000	AMD EPYC 7713 64C 2GHz	Rocky Linux 8	Linux	NVIDIA A100 SXM4 80 GB	64	AMD Zen-3 (Milan)	North America
379	D1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,800	2,421.62	4,704.00	5,312,640	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
380		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	113,600	2,399.59	4,180.48	8,256,000	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
381	E1	Lenovo HR650x, Xeon Gold 6133 20C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,000	2,392.38	4,640.00	5,276,544	Xeon Gold 6133 20C 2.5GHz	Linux	Linux	None	20	Xeon Gold (Skylake)	Asia
382		ThinkSystem HR650X, Xeon Gold 6233 24C 2.5GHz, 25G Ethernet	Service Provider T	Lenovo	China	58,560	2,379.87	4,684.80	4,839,936	Xeon Gold 6233 24C 2.5GHz	Linux	Linux	None	24	Xeon Gold 62xx (Cascade Lake)	Asia
383		ThinkSystem SR590, Xeon Gold 5218 16C 2.3GHz, 10G Ethernet	Service Provider T	Lenovo	China	112,000	2,374.04	4,121.60	8,197,632	Xeon Gold 5218 16C 2.3GHz	Linux	Linux	None	16	Xeon Gold (Skylake)	Asia
384	B2F	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
385	B2E	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
386	B2B	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MNED	Lenovo	Netherlands	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	Europe
387	B2D	ThinkSystem C2397, Xeon Platinum 8280 28C 2.7GHz, 100G Ethernet	Software Company MUS	Lenovo	United States	53,760	2,363.77	4,644.86	4,293,120	Xeon Platinum 8280 28C 2.7GHz	Linux	Linux	None	28	Xeon Platinum 82xx (Cascade Lake)	North America
